date,home,away,market,outcome,prob,odds,edge,EV
2025-12-06 12:30:00,Aston Villa FC,Arsenal FC,TG Interval,0-3,0.7969570615559936,3.0,0.46362372822266024,1.3908711846679807
2025-12-06 15:00:00,Everton FC,Nottingham Forest FC,TG Interval,0-3,0.7969570615559936,3.0,0.46362372822266024,1.3908711846679807
2025-12-06 15:00:00,Manchester City FC,Sunderland AFC,TG Interval,0-3,0.7969570615559936,3.0,0.46362372822266024,1.3908711846679807
2025-12-06 15:00:00,Newcastle United FC,Burnley FC,TG Interval,0-3,0.7969570615559936,3.0,0.46362372822266024,1.3908711846679807
2025-12-06 15:00:00,Tottenham Hotspur FC,Brentford FC,TG Interval,0-3,0.7969570615559936,3.0,0.46362372822266024,1.3908711846679807
2025-12-06 17:30:00,Leeds United FC,Liverpool FC,TG Interval,0-3,0.7969570615559936,3.0,0.46362372822266024,1.3908711846679807
2025-12-07 14:00:00,Brighton & Hove Albion FC,West Ham United FC,TG Interval,0-3,0.7969570615559936,3.0,0.46362372822266024,1.3908711846679807
2025-12-07 16:30:00,Fulham FC,Crystal Palace FC,TG Interval,0-3,0.7969570615559936,3.0,0.46362372822266024,1.3908711846679807
2025-12-08 20:00:00,Wolverhampton Wanderers FC,Manchester United FC,TG Interval,0-3,0.7969570615559936,3.0,0.46362372822266024,1.3908711846679807
2025-12-13 15:00:00,Chelsea FC,Everton FC,TG Interval,0-3,0.7969570615559936,3.0,0.46362372822266024,1.3908711846679807
2025-12-13 15:00:00,Liverpool FC,Brighton & Hove Albion FC,TG Interval,0-3,0.7969570615559936,3.0,0.46362372822266024,1.3908711846679807
2025-12-13 17:30:00,Burnley FC,Fulham FC,TG Interval,0-3,0.7969570615559936,3.0,0.46362372822266024,1.3908711846679807
2025-12-13 20:00:00,Arsenal FC,Wolverhampton Wanderers FC,TG Interval,0-3,0.7969570615559936,3.0,0.46362372822266024,1.3908711846679807
2025-12-14 14:00:00,Crystal Palace FC,Manchester City FC,TG Interval,0-3,0.7969570615559936,3.0,0.46362372822266024,1.3908711846679807
2025-12-14 14:00:00,Nottingham Forest FC,Tottenham Hotspur FC,TG Interval,0-3,0.7969570615559936,3.0,0.46362372822266024,1.3908711846679807
2025-12-14 14:00:00,Sunderland AFC,Newcastle United FC,TG Interval,0-3,0.7969570615559936,3.0,0.46362372822266024,1.3908711846679807
2025-12-14 14:00:00,West Ham United FC,Aston Villa FC,TG Interval,0-3,0.7969570615559936,3.0,0.46362372822266024,1.3908711846679807
2025-12-14 16:30:00,Brentford FC,Leeds United FC,TG Interval,0-3,0.7969570615559936,3.0,0.46362372822266024,1.3908711846679807
2025-12-06 12:30:00,Aston Villa FC,Arsenal FC,TG Interval,1-3,0.6561634354877839,3.0,0.32283010215445057,0.9684903064633517
2025-12-06 15:00:00,Everton FC,Nottingham Forest FC,TG Interval,1-3,0.6561634354877839,3.0,0.32283010215445057,0.9684903064633517
2025-12-06 15:00:00,Manchester City FC,Sunderland AFC,TG Interval,1-3,0.6561634354877839,3.0,0.32283010215445057,0.9684903064633517
2025-12-06 15:00:00,Newcastle United FC,Burnley FC,TG Interval,1-3,0.6561634354877839,3.0,0.32283010215445057,0.9684903064633517
2025-12-06 15:00:00,Tottenham Hotspur FC,Brentford FC,TG Interval,1-3,0.6561634354877839,3.0,0.32283010215445057,0.9684903064633517
2025-12-06 17:30:00,Leeds United FC,Liverpool FC,TG Interval,1-3,0.6561634354877839,3.0,0.32283010215445057,0.9684903064633517
